review,sentiment
"It would be wrong and reprehensible of me to advise you to watch Killjoy 2, you must have better things to do, washing the car, throwing stones in a stream, but at the same time it's nowhere near as awful as you probably think it is. It's almost a proper film, which a lot more than most straight-to-DVD sludge can manage. Killjoy 2 is helped a great deal by Trent Haaga's manic turn as the eponymous clown, he throws himself into the role with such fevered abandonment that he almost tips the scales in the movie's favour, but, of course, it takes more than one man in big shoes. Tammi Sutton gives the most entertaining director cameo since Roger Corman in Creature from the Haunted Sea and the whole thing is nearly destroyed by the rushed, sugary ending. All over the place and almost good fun.",negative
"Recently, a friend and I were discussing educational and ethical influences when we were growing up in the 1950's versus today. She mentioned Samuel Taylor Coleridge, who, in 1798, wrote The Rime of The Ancient Mariner. Both of us had been required to recite parts of the epic poem in high school and in English Literature courses in college. My friend said, ""Its messages even might be called metaphysical within today's context."" <br /><br />We tried reciting it and only remembered bits and pieces. (I have problems remembering Dr. Seuss.) I said I'd get two copies of the poem so each could read it. That was easy enough, but I was extremely surprised to find it had been made into a film. We looked forward to watching the film to see how it had been interpreted. After all, The Rime of the Ancient Mariner isn't exactly light reading. After each had read the poem, we watched the film together.<br /><br />We considered the film a remarkable achievement, especially considering it was made in the 1970's, before computers, before the so-called ""Ken Burns effect,"" and before special effects too often began compensating for a lack of substance. Particularly noteworthy are the 19th and 20th century illustrations culled from ""lesser known artists,"" such as Willy Pogany, the early Hollywood designer. <br /><br />The film is narrated by Sir Michael Redgrave, whom had taught the poem when he was a schoolmaster, adding a tone of authority and credibility in remaining true to the poem. <br /><br />Its mastery is in the layers of subtle messages, conveyed without ""instructing,"" or becoming an oppressive and obvious morality tale. We found it such a refreshing change from today's 'in your face' and 'clobber them over the head' mentality. Most of today's morality messages in film are two-dimensional: extreme violence, murder and mayhem mark the bad. The bad are really, really, bad, and good are super heroes. It is as if human character lacked any nuance. The Rime of The Ancient Mariner is a celebration of the individual, of character, of an appreciation for celebrating all the richness life has to offer, within the larger context of humanity, i.e., man's capacity to give to others. <br /><br />Proud of ourselves for having found this ""unknown"" gem, we then learned it had won the top award in its category five out of six times at ""name"" international film festivals. Another surprise was learning the film's director, Raul daSilva, is a recognized authority on early animation, and authored six award winning books about film. <br /><br />This film's message is just as relevant today, if not more so, than when Coleridge penned the original epic poem and when Raul daSilva translated it to film. If I still was teaching high school, which I did for five years, I'd grab this one and show it to all my students. There's a level of richness here that naturally leads to discussion about the big and important issues all of us face, whether in 1798, 1978, or today--in fact, as long as humanity has a spiritual component.<br /><br />Highly recommended.",positive
"An unexpected pleasure as I had heard nothing about this film.<br /><br />Shameful since it warrants having a wider audience.<br /><br />A wonderfully humane story with a social message gently told, although admittedly predictable in its resolution. Solidly acted by the principals. Beautifully photographed with muted colors floating against grey that captures the nostalgic tone of the film.<br /><br />My recent foray into Chinese film (Shower, The Road Home, Not One Less) has been an exciting one that I hope to continue exploring. China and its people is an amazing canvas for film-makers. ""The King of Masks"" can be highly recommended as a starting point for anyone similarly interested in recent Chinese film.<br /><br />",positive
"One more of those brilliant young men who went all out and dared to make a teen romance film( can i actually call it that?- it would invoke the devil out of its fans)on a micro budget but packed with such taste, sensitiveness and maturity. Peter Sollett- you deserve more admiration and respect.Thanks once again for demonstrating to the powers that be in the ""industry"" that stereotypes can be flushed down the toilet. One location,a handful of rich characters, low budget,good acting(and that too amateurs),decent lighting - worshippers of true indie cinema should watch more of this and STOP watching...well...you know what.",positive
"The brands in this film, like Suit Supply, take away from the story, cause it's supposed to be set in the eighties. It's not a very thrilling film. Also, the single from Intwine on the soundtrack is very bad, it has a chorus that is repeated numerous times', like ""I'm a cruel man, I take it all away, I'm a cruel man I'm here to stay.."" Jeeez couldn't those asswipes have come up with something better than that? I guess they wrote it in a couple of minutes..<br /><br />It's really annoying, just like the product placement in this filmproduct,that cashes in on the controversy and publicity around a criminal who should not be a celebrity like he is now made out to be, but should be forgotten like rats ought to be.",negative
"Well. Where to begin. Let's just say this; avoid this movie at all<br /><br />costs. It's based on a cartoon series. The movie makes the cartoon look<br /><br />like Hamlet. Filled with emasculated actors who seem embarrassed to be<br /><br />here, lousy camera work, terrible music, and enough product placement to<br /><br />make you want to never visit Yahoo! again, this movie is really the<br /><br />bottom of the barrel. To quote the New Yorker, Matthew Broderick and<br /><br />Rupert Everett mug their way through this picture with the gay abandon<br /><br />of men who have spotted a rare species of paycheck in the distance.""<br /><br />They should pay us some of the millions they earned for watching it.<br /><br />Awful.",negative
"What is supposed to be a simple generic mystery plot involving a dead philanthropist is, in fact, a head-ache inducing tale about a bunch of characters (the only big actor being Ginger Rogers, in a very early role) all trying to find the murderer among a small cast of residents in a posh apartment building. These characters range from utterly stupid to downright mean. As a cheap, low budget production, most of the action revolves around Rogers and her lead man (some guy, I don't care who he is 'cause he really sucked) talking about their various possibilities of solving the crime, while being constantly cut off by an absurd detective with his head in his butt. Honestly, I've never had a worse time watching an old b-rate movie of this type, and I've seen some real head-slappers.<br /><br />Oh, and the butler didn't do it, because there wasn't a butler. But pay attention to the guy who's closest to a butler. There ya go.<br /><br />--PolarisDiB",negative
"David Bryce's comments nearby are exceptionally well written and informative as almost say everything I feel about DARLING LILI. This massive musical is so peculiar and over blown, over produced and must have caused ruptures at Paramount in 1970. It cost 22 million dollars! That is simply irresponsible. DARLING LILI must have been greenlit from a board meeting that said ""hey we got that Pink Panther guy and that Sound Of Music gal... lets get this too"" and handed over a blank cheque. The result is a hybrid of GIGI, ZEPPELIN, HALF A SIXPENCE, some MGM 40s song and dance numbers of a style (daisies and boaters!) so hopelessly old fashioned as to be like musical porridge, and MATA HARI dramatics. The production is colossal, lush, breathtaking to view, but the rest: the ridiculous romance, Julie looking befuddled, Hudson already dead, the mistimed comedy, and the astoundingly boring songs deaden this spectacular film into being irritating. LILI is like a twee 1940s mega musical with some vulgar bits to spice it up. STAR! released the year before sadly crashed and now is being finally appreciated for the excellent film is genuinely is... and Andrews looks sublime, mature, especially in the last half hour......but LILI is POPPINS and DOLLY frilly and I believe really killed off the mega musical binge of the 60s..... and made Andrews look like Poppins again... which I believe was not Edwards intention. Paramount must have collectively fainted when they saw this: and with another $20 million festering in CATCH 22, and $12 million in ON A CLEAR DAY and $25 million in PAINT YOUR WAGON....they had a financial abyss of CLEOPATRA proportions with $77 million tied into 4 films with very uncertain futures. Maybe they should have asked seer Daisy Gamble from ON A CLEAR DAY ......LILI was very popular on immediate first release in Australia and ran in 70mm cinemas for months but it failed once out in the subs and the sticks and only ever surfaced after that on one night stands with ON A CLEAR DAY as a Sunday night double. Thank god Paramount had their simple $1million (yes, ONE MILLION DOLLAR) film LOVE STORY and that $4 million dollar gangster pic THE GODFATHER also ready to recover all the $77 million in just the next two years....for just $5m.... incredible!",negative
"Writer/Director Peter Greenaway cements his title as the High Lord of Art House Pretension with his latest exercise in obnoxious self-indulgence, 8 ½ Women. The film follows a wealthy Englishman and his son on their mutual quest for sexual satisfaction, as they lure and blackmail women (guess how many) into joining their personal collection of concubines.<br /><br />Think of any possible way that this premise could be offensive, and chances are Greenaway's done it. The female characters are little more than a catalogue of fetishes for the two protagonists to partake of. There's the Kabuki-obsessed Mio, the ever-pregnant Giaconda and Beryl, who's got a thing for farm animals. Giulietta has no legs and uses a wheelchair, she's the ""half woman,"" get it? Greenaway vehemently denies all accusations of misogyny, but if this isn't it, then what is?<br /><br />The film goes on to eroticize anything and everything having to do with Japan, a continuation of themes from his snore-worthy (but less sexist) 1996 film, The Pillow Book. But where the The Pillow Book was erotic and graceful, 8 ½ Women just gets horny and exploitative. Greenaway's work is tasteless and arrogant in its fetishism, and the only person likely to enjoy watching it is the auteur himself.",negative
"I highly reccommend this movie. It blurs the line between childhood fantasy and everyday reality in such a seamless fashion that it has to be seen to be believed. The actors and director have such perfect timing that in one scene a name calling fight becomes a sort of dance. I loved the story line, the actors, everything. While I do think there were one or two decidedly cheesy scenes, over-all the movie was impeccably done.",positive
"Mickey Rourke is enjoying a renaissance at the moment... and fair play to him. I always liked his image and his acting ability in such fare as Angel Heart and Johnny Handsome. You know what you are going to get with Rourke - mean, moody, dirty. But this film gives you much more - and you don't want most of it.<br /><br />First and foremost - this whole thing just doesn't make sense. Rourke is a hardened IRA killer who after killing a bus-load of schoolchildren flees Ireland for London. He is on the run from the cops and from his own Army comrades. He has also vowed to never kill again. It looks like the bus full of kids finally did it for him.<br /><br />However, when he gets to London he is tracked down by a local mobster (Bates - looking like his eyebrows and hair came straight off a Burton's dummy) to kill his main competitor in turn for £50,000 and a boat trip to the US. Rourke reluctantly agrees to do it but is seen by a priest (Hoskins) and confesses the crime to him in the confessional in order to keep the priest's mouth shut. He figures it is better than killing him.<br /><br />A wealth of things arise here which just don't add up : 1. Why pick Rourke to off your competition? As is illustrated by a scene whereby an employee is pinned to a wall by a couple of heavies with what look like awls - these London guys are tough enough anyway to do their own killing. 2. Not only that but the Mobster gets a guy to follow Rourke and witness the killing with his own eyes. Why didn't that guy simply kill the competitor and save all the hassle of dealing with Rourke? 3. Hoskins sees the murder take place and the police let him go off - without protection, I may add - to take confession? No way. 4. Rourke hangs around the church (right next to where he carried out the murder ) immediately after the crime takes place to go to confession. Why aren't the cops checking the place out? 5. Rourke hangs around the church and Hoskin's blind niece in particular, for days afterwards without anybody bothering him. What? He's on the run and he stays put by the very place where he committed another murder? Stupid. 6. The cops actually meet Rourke in the church ""fixing"" the organ and have no idea who he is. Do they not know he is on the run for the school bus bombing? They don't even check up on him? 7. Why get Rourke to kill for you, and then tell him to wait around for a few days to get on the boat? You'd think you'd want to get rid of him immediately. Or kill him. One or the other? 8. Why does Bates' brother suddenly decide to rape the blind niece in the midst of all the waiting? Could he not restrain himself for a few days? At least until Rourke has been safely offed to the States? Ridiculous. 9. Rourke suddenly has inner turmoil after all his years of killing and wins over the blind niece immediately - even after she knows he is a killer, she still loves him? Again - utterly ludicrous. And besides - she falls in ""love"" with him in record time - a few days !!!! 10. The whole bomb thing at the end is just plain silly from Bates point of view. 11. Things happen in parts of this film that just do not make sense or are simply in there to help the storyline (and I say that in jest) along. Bates' houses Rourke in a whorehouse until the boat is ready to sail and Rourke suddenly displays a moral high ground to respect the whore in the house - but yet will bed a blind girl. 12. Rourke asks a henchman on the boat where Bates is - and the henchman practically spurts out the entire movements of his boss in less than 10 seconds. It was embarrassing - the guy was telling Rourke far more than he even asked. 13. Hoskin's priest is an ex-army guy and we see him beat up three henchmen behind a pub. Totally uncalled-for and yet another cringe-worthy scene.<br /><br />I'm gonna stop there at unlucky 13 without mentioning Rourke's hair (so falsely red it is laughable), his accent (which to be fair is not too bad sometimes but deteriorates to a barely heard mumble at other times), his clothes, walk, looks to the heavens etc. Nor will I mention the music and the choppy editing style.<br /><br />Oooppps - I have just mentioned them.<br /><br />Overall - a disaster of a film with some obvious religious imagery thrown in (Rourke on the cross, preaching from a pulpit) which would embarrass a first year film student never mind a top star and director.<br /><br />4/10.",negative
"This working girls go to hell soap is a time capsule candidate, courtesy of its immaculate physical production, 50s costuming (look at all those bows and pearls), creamy Johnny Mathis theme song and oh-so daring (for its time) sexual attitudes. Rona Jaffe's novel, on which the film was based, keeps on being republished, and just a few years ago Vanity Fair actually devoted an article to this delectable bon bon of a movie. Take a look at the new DVD transfer and you'll know why.<br /><br />The three leads - Hope Lange, Diane Baker and Suzy Parker - echo the girls from ""How to Marry A Millonaire"" or Carrie Bradshaw and her friends from ""Sex and the City."" ""Gentlewomen songsters off on a spree..."" Their romantic adventures and sexual entanglements are the stuff of paperback passion: empty caramel corn calories, devoid of nutrition, impossible to resist snacking on. Lange is genuinely touching in her neo-Grace Kelly way, Baker is properly dim and idealistic as a timid virgin who gets (gasp) knocked up by a (hiss) cad. It helps that the cad is played by Robert Evans, the throaty voiced, coke snorting film mogul who surely has lead many an innocent young lamb to the slaughter in his Beverly Hills bedroom.<br /><br />Suzy Parker is fascinating in the first half of the film, all blithe self assurance and knowing remarks. She struts her stuff with the panache of the fashion icon she was in the 50s. Alas, she's not up to where the film sends her: into madness and obsession. But she exudes glamour and savior faire and her acting is at least adequate. One wonders why the critics loathed her, virtually driving her out of movies a few years later. Perhaps an aloof attitude on the part of a good looking woman is just too much to bear. It sank Ali McGraw's career a generation later, and, when you think of it, Ali McGraw and Suzy Parker were basically the same actress.<br /><br />The film's only major flaw is a weak ending. It pretty much collapses into a romantic swoon at the end, rather than rising to a wham bang melodramatic finish, like the other famous soap opera from producer Jerry Wald, ""Peyton Place,"" which had Lana Turner weeping and gnashing her teeth during a rape trial. Here, Hope Lange wanders out onto the New York sidewalk, spots burly, eternally hung over (but now, of course, sober) Stephen Boyd and they simply walk off together...into the sunset, one presumes. Otherwise, this is pretty much the definition of a guilty pleasure.<br /><br />Oh Yes...there's also Joan Crawford, breathing fire at all the young girls and smoking cigarettes while she hisses to her married lover over the phone. And the titles are done in hot pink, with ribbon lettering that recalls the department store ads of the late 50s. Don't miss!",positive
"Definitely, definitely the worst film I've ever seen, no questions asked! Contradictors of this opinion might argue that this title should not be judged by the same criteria as others, since it's an independent, low-budget film, but c'mon already  the amateurism and meager innovation is horrifying.<br /><br />Agreeing with everything that has been said about this film, for example the mind numbingly weak acting (when it's this bad you take another go at shooting the scene, god damn it), the thing I found the most annoying was the total lack of common sense in the script, assuming such a thing existed during the production. There was an obvious absence of a dialogue with respect for the viewers, the girls switched personalities several times and they seemed to show absolutely no sing of any rationality or even brains - five relatively fit girls against one slight female psychopath  gang up on her, why don't you?<br /><br />The only thing that can be regarded as somewhat of a conquest for this title is the camera not leaving the van at any time thus the viewer seeing everything from inside it - which is, as the rest of the film, a good idea executed exponentially dreadfully.<br /><br />oh and by the way, this movie is NOTHING like The Blair Witch Project or Cloverfield or any other title filmed with a hand-held camera  this is an effect and not a trait! Used cleverly it can be breathtaking, but in this case it's an excuse for inadequate cinematography.",negative
"OK where do i begin?... This movie changed my life! The plot was seamless. James Cahill has out done himself. Initially after a first viewing i was disappointed that i hadn't seen it on the silver screen. However this was before exploring the DVD's many features!!!! Oh my god Jakes Cahill's commentary of the film was almost as flawless as his acting. he told of industry secrets used in the film that you only get with experience.<br /><br />I was so impressed by the other actors. The scene where the security guard is talking to the girl in the hallway, reminded me of some of my favorite blue (pornographic) movies. I am certainly with Gangsta when he expresses his disappointment with no sequel.<br /><br />I am still blown away with each viewing of the martial arts skills involved, matched only by the sign indicating the location of the library at the school... and possibly the guy playing a retard! All in all a timeless classic and the best film to come out of Europe in years! where my Oscars at dawn!!!!!!!!!!!",positive
On a routine mission in Iraq a group of Delta soldiers recover a computer hard drive from an Alqueda training camp detailing the location of weapons specialist Dr Walsh. After witnessing the termination of his top secret weapons development program Dr Walsh finds an alternative funding source and sets up a new research facility deep in the notorious Belzan forest in Chechnya where he is developing weapons and selling them to Chechnyan rebels.The team of Deltas is sent on a black ops mission to retrieve the doctor and his technology before the Russians find him and his lab.What the Delta team soon discover is that the doctors latest weapons is a flock of large carnivorous bats that have been genetically altered to develop a taste for human flesh. I found this movie to be much better than what I was expecting.There is lots of action and lots of blood. Its more or less what you would expect from a creature feature. The acting isn't great but its passable. I have certainly seen worse.Overall its an enjoyable movie for what it is. A good popcorn movie.,positive
"I have been a Mario fan for as long as I can remember, I have very fond memories of playing Super Mario World as a kid, this game has brought back many of those memories while adding something new. Super Mario Galaxy is the latest installment in the amazing Mario franchise. There is much very different about this game from any other Mario before it, while still keeping intact the greatest elements of Mario, the first noticeable difference is that the story takes place in space.<br /><br />The story begins much like any other Mario game, Mario receives a letter from Princess Peach inviting him to a celebration at her castle in the Mushroom Kingdom. Upon arriving at Peach's castle Mario finds Bowser and his son (Bowser Jr.) attacking the castle with their airships. Bowser kidnaps Princess Peach and then lifts her castle up into space. In the midst of the castle being lifted into space Mario falls off and lands on an unknown planet. Mario is found by a talking star named Luma and is taken back to the Luma's home, a floating space station, here Mario meets many other Lumas and also meets their leader, a woman named Rosalina. Rosalina tells Mario that Bowser has taken away the space station's Power Stars and scattered them across the universe, it is up to Mario to help the Lumas find them and save Peach, thus the adventure begins.<br /><br />The way you play the game is by flying from the space station to other galaxies, each galaxy consists of multiple planets that Mario travels amongst in levels via these shooting stars to retrieve the Power Stars. Mario can at many times walk all the way around planets without losing gravity, some planets are small and others are big, many planets are similar to classic Mario environments. The best thing about the game are the controls, all of the stuff like jumping and such is still the same, but the wiimote is used in many unique ways in this game. You shake the remote Mario will perform a spin that is used as the primary attack in the game, and it will as well activate the shooting stars. You can also point the remote at the screen and use the pointer to fire star bits at enemies or objects in the environment. Then there is the graphics, these are by far the best graphics on the Wii, it is just so hard to describe how great this game looks, you could probably almost say it looks as good as some 360 games.<br /><br />My only minor gripes is that the going upside down effect takes some getting used to, and also the story is pretty weak. The worst part is that you lose all of your lives when you turn off the game, no matter how many you had when you last quit you restart at 4 lives. Still these minor problems aside it's a superb game that is highly entertaining and is very challenging. This is the type of game that we've been waiting for on the Wii.<br /><br />A perfect 10 out of 10!",positive
"We don't know why this extraordinary film was never made available officially on DVD... Anthony Quinn's performance alone makes this a must-see. There are relatively few films in which an actor identifies so profoundly with his character, a phenomenon always unique for us, moviegoers.<br /><br />But Quinn's powerful portrayal of an innocent Romanian, literally dragged out of his house and everyday life by forces he cannot comprehend, is only part of what makes this film great. The script is based on a book published in Paris by a Romanian priest who fled the Communist take-over of his country, and the film succeeds to go deep into a little known area of East-European history. Told as a succession of Kafka-esquire twists of fate, the misadventures of Johann Moritz (told openly and honestly, without any of the political correctness currently so precious in Hollywood) are in fact a eulogy for the lost innocence of the Romanian people... it is devilishly ironic that this eulogy is signed by a French director, working with the American money of an Italian producer, and overseeing a multinational cast fronted by an extraordinary Mexican-born thespian.<br /><br />I've seen mentions of VCDs of this film in various Asian internet stores, and I was fortunate to take possession of a digital recording of this film, broadcast on the British version of TCM. But it's a shame that ""The 25th Hour"" isn't anywhere on the future DVD release map of MGM studios.",positive
"This movie is horrible, but you have to see it because of that. I'm not here to discuss the entire film, just the greatest chase scene ever. When Eddie dumbs milk on Tim, he gets chased down the hallway. Eddie puts obstacles in the jocks way with hilarious consequences (like a cymbal nailing a trumpet player; buy the DVD and watch it slow). The best obstacle is a knocked over mop bucket which one jock jumps over but proceeds to slide on the ground out a door. But when he slides he picks up speed thus defying physics (mainly friction); yet what lies behind the door is supreme. The steepest stair case in any school ever, which this jock proceeds to CLEAR in the air. In reality he probably would die of a broken neck. Not only does he defy all concepts of reality, he makes the funniest noise ever made in that situation. Go and buy this one. Trust me this scene is worth your 6 bucks.",positive
"1st watched 5/17/2002 - 3 out of 10(Dir-Ewald Andre Dupont): Fairly lame account of the Titanic disaster is the first filmed version of this much-heralded event. The replication of the disaster is not bad, but the drama around it is at some times silly, badly acted and way-too soap opera-like. The story is very much the same as the most recent Oscar-winning one except that we are shown how the crew tried to hide the actual disaster that was occurring until almost too late. Good for nostalgia purposes only and to get a feel for what James Cameron was competing against(barely) in his recreation.",negative
"'The second beginning' as it's title explains, shows us the beginning of the end for the human race. Set long before the matrix existed, this short anime written by the Wachowski's shows us the world that could lay infront of us in the not to distant future, set at the turn of the 21st century, the second renaissance delves into issues common with human behaviour; greed, power, control, vanity etc.<br /><br />The use of robots or artificial intellegence as slaves or servents is common among science fiction/fantasy stories. The second renaissance is no exeption to this concept, however instead of a simple man vs. machine layout, this story explains the struggle that the machines put up with, the struggle for acceptance in a world ruled by humans. Where the matrix films show us the human perspective, these short animations tell both sides of the story.<br /><br />The second renaissance part 1 + 2, answer many questions brought up by the original Matrix film, such as how the war broke out, how the sky was blackend, what led to the use of humans as batteries and it also introduces us to the machine city called 01, which may have relevance to the upcoming Matrix Revolutions film.<br /><br />I won't give away too much of the story, as I do not want to ruin the experience for perspective viewers, however, I will recommend it to anybody interested in the world of the matrix or simply anybody interested in Japanese animation (anime).<br /><br />9/10.",positive
"This 1974 Naschy outing is directed by Leon Klimovsky, and a cursory glance at the publicity photos and packaging might lead you to believe that this medieval romp lies somewhere between ""Inquisition"" and ""Sadomania"". Sadly not.<br /><br />This is a strictly PG affair with tame torture sequences, no nudity and little edge at all. Naschy (of whom I am a fan) struts his stuff as Gilles de Lancre, ""antiguo Mariscal de la nacion"". Sadly he is more pantomime villain than anything else. One gets the feeling with this film that we have seen him (and it) done all before. Strictly therefore for Naschy completest only.",negative
"This is one of the few episodes (if not the only one) with an indisputable error in its storytelling. While handling the Ralphie situation Christopher states that he has heard about Pie-O-My's death in the fire accident. This is an important detail because in this context it is quite obvious that Christopher knows from the beginning that Tony is the one who must have killed Ralphie. There is however no way Chris could have heard about the accident. Who should have told him and when? By the time he is torn out of his delirium by Tony's call nobody else was informed. Tony knows that - which makes it even worse! Hearing Christopher talk about Pie- O-My's death could therefore only lead Tony to the conclusion that Chris himself has set the fire. Given the impressively elaborate writing process as told by the writers themselves on the DVD I really wonder none of them realized the problem there. The story just doesn't work that way. Unnecessary to add that I'm a huge fan of the Sopranos. Otherwise, I certainly wouldn't care.",negative
"CRYSTAL VOYAGER is a strange documentary about an eccentric surfer living in Australia. An American by birth George Greenough has surfed and photographed himself, friends and recently, dolphins, in Australia for 35 years, all using various re invented cameras which he either straps on his back, board or boat. In the mid 70s he teamed up with Surf Mag editor and budding film maker David Elfick to create this visually interesting tale about this life and photography. The 75 minute feature CRYSTAL VOYAGER is the result. Even in the 70s audiences were a bit puzzled by this film, neither surf-ing movie nor surf movie, because George swims about on a children's zippy board, not a real surfboard.... it offset the tedious droning of George (occasionally so dry or droll that it was actually funny.. like almost setting himself on fire or falling over something) with a spectacular 'you are there' power glide through a wave that ran for 23 minutes all set to Pink Floyd music. In 1974 when the Sydney Opera house opened, it also contained a cinema. Crystal Voyager was booked in there as an arty-sporty OZ pic and by default became a hit: as the 'opera house tickets' cost far more than a movie ticket, audiences flocked to see this film as an excuse to 'have been to the Sydney Opera House'...so the film did record business as a low budget attraction to locals and tourists who wanted to tell neighbors that they had seen a show 'there'. This created this myth that the film was a huge crowd puller and the reputation spread. As a result it was teamed with the fantasy cartoon FANTASTIC PLANET and had a trippy run through the UK and Europe as a double feature. I ran it at a coastal cinema in the 70s and the crowd was rather nonplussed about it all. Recently George has re emerged Lord Of The Flies style with another well photographed sea adventure called DOLPHIN GLIDE that offers viewers a dive and swim with the wild dolphins of Byron Bay. It is an eccentric 20 min short with an even more eccentric 20 min 'how George did it' short. Each were met with a collective yawn by both the media and the pubic in January 2005.... all of which makes CRYSTAL VOYAGER a 'you had to have been there' fluke all those years ago. However at a special Oz Surf night at an outdoor cinema last year 2000 people turned up....but then 2000 turn up every night to see anything there during this summer season of films.....so the damned thing fluked another box office binge. How many actually enjoyed it is very much open to debate. Again they were more than likely just plain puzzled by this mad film with an astonishing reputation. Elfick however, since 1975, has gone onto a stellar career as a major producer and director of many lauded Australian and international films. Look up NO WORRIES or STARSTRUCK or UNDERCOVER or RABBIT PROOF FENCE or LOVE IN LIMBO for clear and present applause at his achievements. George, however, is still floating around out there somewhere droning away and looking for something else to film, or drop a camera on.",negative
"I have been an avid Jane Austen fan for many years. I had never seen this adaptation, so when I had heard of it, I came here and read all the excellent reviews. On that basis I eagerly ordered it from Netflix. What a cruel disappointment! They have taken one of the most subtle and bright comic novels and made it dull. Each character seems to have been dealt a single facial expression, a single tone upon which to base their flat characters. Although this adaptation seems to have used every word that Jane Austen wrote, they appear to have been passed around to characters in a random fashion. Even though it was done as a miniseries, this adaptation manages to confuse and feel as rushed as if it had been done as a movie of the week.<br /><br />Mr. Bennett too harsh, Mrs. Bennet just a chattering chipmunk, Mr. Darcy as lifeless as a nutcracker, the Bennett girls almost indistinguishable and Mr. Wickham a man who no one would look twice at - hardly the appealing cad! I'm quite put out!",negative
"I first saw Love in Limbo playing late on free to air TV about five years ago, and since then it's a movie I'll always remember warmly as one of those films you see and are forever influenced by.<br /><br />For the uninitiated, Australian film has a long history of making off-beat comedies about lovable losers, and Love in Limbo is a sterling example of this. Whilst Russel Crowe is the only name actor in it (although these days he's all a movie needs), the rest of the Aussie cast is good- he still steals the show as a nervous, nerdy, virgin loser though.<br /><br />The general premise is a lot like American Pie. A group of friends wanting to get laid and become men. As you'd expect, the entire movie focusses on this (with a sub-plot about the lead's mother and various other incidents), and is full of humorous situations that push it towards the inevitably sweet ending.<br /><br />If you enjoyed American Pie, don't expect this to be the same- but expect the same conventions to make appearances. Love in Limbo isn't a gross out romantic comedy- but it definitely has its share of laughs, fist pumping moments when the good guy wins, and the situations every guy, Australian or otherwise, can relate to.<br /><br />See it if you liked: American Pie, Almost Famous. Strengths: Good Aussie cast, easy to relate to, good perve value. Weaknesses: Predictable at points. My Rating: 8 out of 10",positive
"To be frank, this is probably the best version in my book as a sound movie version of the Jazz Singer. The 1927 version is really a silent movie despite its build-up as the first talkie.<br /><br />Danny Thomas is a great comedian, and he sings very well. He does the Jewish stuff with feeling. Peggy Lee is great and any film that has her is always entertaining. Allan Joslyn is not too entertaining and we could have done without him. One question: since when do Cantors live in such luxurious houses???",positive
"""Showtime"" falls somewhere north of what some critics have been saying, and a little south of what I expected months ago when I first heard about Eddie Murphy and Robert Di Niro teaming up for a comedy. Overall, it was pretty good! As ""real life"" crime or cops go-- and plot, for that matter-- it is pretty illogical, but DUH--- this is a comedy. Also, while the special effects, chases, aerial shots, and skyscrapers blowing up were present but lower key than a Schwartzenegger movie, I found it a bit tiresome and overdone. 9/11 sensibilities aside, for myself, all that pyro-techno hyper-effect stuff had been getting really old these past few years. It seemed a lame substitute for characterization, story, and engaging emotions. I hope the lesser quantity of it in ""Showtime"" is an indicator of a trend in Hollywood. A trend downwards, of less use of the silly, less use of the exploding building.<br /><br />Di Niro and Murphy are two of my favorites. Their screen presence and charisma-- and even their character depth-- have been ""a joy to behold"" for many years. That can't be dismissed here--- they are engaging actors, and entertaining and appealing in this movie. I can't put my finger on it, but perhaps the explosions, the excessive FX, and all of that diminished the final product??? Perhaps, or perhaps it was something else, or a combination of factors that gives one the sense that the movie didn't achieve its highest potential. Whatever it was, ""Showtime"" was entertaining-- I probably will buy the DVD when it comes out-- but I had the vibe that it nonetheless wasn't all it could have been. At least not all I had hoped for.<br /><br />Very good movie, but not a great movie. I gave it an 8 out of 10.",positive
"I hired the DVD yesterday and first of all it started bad, it's 4:3 aspect ratio film, and it just keeps getting worse, the acting is so bad and the movie itself is way to predictable, I was like watching the movie and said to myself: this going to happen next and guess what happened? right...<br /><br />if you want to see a good action boxing movie, don't watch this one you'll end disappointed on this low-budget movie like I did. go and see Ali its way better!",negative
"I just got done watching The Edge of Love (by the way, this is one of the worst titles so far this year) and it felt like a chore. Watching Keira Knightly's unlikable, skeleton-looking character made me cringe even more throughout the coarse of the film.<br /><br />It took me four nights to watch this it was so boring. The only good thing about it was Cillian Murphy. He's always good/believable and is severely under looked in many films. This, however, was just not good enough for him.<br /><br />Apart from the unlikable characters, boring storyline, the plot was also emotionally unsatisfying. I felt like I spent my time watching this for nothing (which I did). I should have done the smart thing and turned it off, but I kept it on out of respect for Cillian Murphy and the great cinematography.",negative
